HS6,zero,positive,sigma
290359,0,0,-16.393326
290361,1,0,-14.643907
290362,1,0,-14.643907
290369,0,0,-11.040982
290410,1,0,
290420,1,0,
290490,1,0,
290511,0,0,-12.797529
290512,0,0,-17.282692
290513,0,0,-21.885099
290514,1,0,-15.014688
290516,0,0,-25.157799
290517,0,0,-19.408356
290519,0,0,-11.645239
290522,1,0,-15.014688
290529,0,0,-18.852419
290531,0,0,-11.629688
290532,0,0,-25.699312
290539,1,0,-15.014688
290541,1,0,-15.014688
290542,0,0,-15.857405
290543,0,0,-2.4713163
290544,0,0,-4.9555774
290545,0,0,-9.0966959
290549,0,0,-13.466496
290551,1,0,-15.014688
290559,1,0,-15.014688
290611,0,0,-8.9670925
290612,1,0,-10.551563
290613,0,0,-12.136034
290619,1,0,-10.551563
290621,1,0,-10.551563
290629,1,0,-10.551563
290711,0,0,-33.801716
290712,1,0,-26.370583
290713,1,0,-26.370583
290715,1,0,-26.370583
290719,0,0,-11.442819
290721,1,0,-26.370583
290722,1,0,-26.370583
290723,0,0,-33.86721
290729,1,0,-26.370583
290811,1,0,-10.772449
290819,1,0,-10.772449
290891,0,0,-14.094808
290899,0,0,-7.4500895
290911,1,0,-15.532684
290919,0,0,-18.151075
290920,1,0,-15.532684
290930,0,0,-18.101767
290941,0,0,-12.581079
290943,0,0,-12.078306
290944,1,0,-15.532684
290949,0,0,-16.751196
290950,1,0,-15.532684
290960,1,0,-15.532684
291010,0,0,-29.058527
291020,1,0,-29.058527
291030,1,0,-29.058527
291040,1,0,-29.058527
291090,1,0,-29.058527
291100,1,0,
291211,0,0,-10.312428
291212,1,0,-10.222299
291219,1,0,-10.222299
291221,1,0,-10.222299
291229,1,0,-10.222299
291230,0,0,-10.132169
291241,1,0,-10.222299
291242,1,0,-10.222299
291249,1,0,-10.222299
291250,0,1,-10.222299
291260,1,0,-10.222299
291300,1,0,
291411,0,0,-15.788389
291412,1,0,-20.319843
291413,0,0,-7.9112072
291419,1,0,-20.319843
291421,1,0,-20.319843
291422,0,0,-17.166454
291423,1,0,-20.319843
291429,1,0,-20.319843
291431,0,0,-29.645344
291439,0,0,-4.7595878
291440,1,0,-20.319843
291450,1,0,-20.319843
291461,0,0,-46.648083
291469,1,0,-20.319843
291470,1,0,-20.319843
291511,0,0,-6.9640293
291512,1,0,-12.032971
291513,1,0,-12.032971
291521,1,0,-12.032971
291524,1,0,-12.032971
291529,1,0,-12.032971
291531,0,0,-17.328217
291532,0,0,-12.512635
291533,0,0,-31.732513
291536,0,0,-3.4569387
291539,1,0,-12.032971
291540,1,0,-12.032971
291550,1,0,-12.032971
291560,1,0,-12.032971
291570,0,0,-6.2979612
291590,0,0,-5.9385037
291611,0,0,-17.424458
291612,0,0,-18.294094
291613,0,0,-11.488368
291614,0,0,-20.019487
291615,0,0,-12.07628
291619,1,0,-14.323424
291620,1,0,-14.323424
291631,0,0,-6.6378598
291632,1,0,-14.323424
291634,1,0,-14.323424
291635,1,0,-14.323424
291636,1,0,-14.323424
291639,1,0,-14.323424
291711,1,0,-17.858303
291712,0,0,-7.6841927
291713,0,0,-12.047962
291714,0,0,-20.864677
291719,0,0,-6.1158943
291720,1,0,-17.858303
291732,0,0,-25.638336
291733,0,0,-23.667301
291734,0,0,-17.067774
291735,0,0,-20.813232
291736,0,0,-38.694557
291737,1,0,-17.858303
291739,0,0,-5.9891038
291811,1,0,-11.463535
291812,0,1,-11.463535
291813,1,0,-11.463535
291814,0,0,-9.2848463
291815,0,0,-12.807034
291816,1,0,-11.463535
291818,1,0,-11.463535
291819,0,1,-11.463535
291821,1,0,-11.463535
291822,0,0,-16.966362
291823,0,0,-7.9211359
291829,0,0,-10.338298
291830,1,0,-11.463535
291891,1,0,-11.463535
291899,1,0,-11.463535
291910,1,0,
291990,1,0,
292011,1,0,-5.8689046
292019,0,1,-5.8689046
292090,0,0,-5.8689046
292111,1,0,-11.484309
292119,0,0,-21.718731
292121,0,0,-11.059419
292122,1,0,-11.484309
292129,0,0,-4.6331201
292130,1,0,-11.484309
292141,0,1,-11.484309
292142,0,0,-14.318512
292143,0,1,-11.484309
292144,0,1,-11.484309
292145,1,0,-11.484309
292146,1,0,-11.484309
292149,1,0,-11.484309
292151,0,0,-6.627707
292159,0,0,-10.548368
292211,0,0,-19.147453
292212,0,0,-11.183527
292213,0,0,-9.7523975
292214,1,0,-12.525499
292219,0,1,-12.525499
292221,1,0,-12.525499
292229,1,0,-12.525499
292231,1,0,-12.525499
292239,1,0,-12.525499
292241,0,0,-12.702935
292242,0,0,-9.8411846
292243,1,0,-12.525499
292244,0,1,-12.525499
292249,0,1,-12.525499
292250,1,0,-12.525499
292310,0,0,-8.9386292
292320,1,0,-8.9386292
292390,1,0,-8.9386292
292411,1,0,
292412,1,0,
292419,1,0,
292421,1,0,
292423,1,0,
292424,0,1,
292429,1,0,
292511,0,0,-16.770187
292512,1,0,-17.938204
292519,0,0,-19.10622
292521,1,0,-17.938204
292529,1,0,-17.938204
292610,0,0,-10.297429
292620,0,0,-16.605227
292630,0,0,-12.245472
292690,0,0,-10.984623
292700,1,0,
292800,0,1,
292910,0,0,-10.407617
292990,1,0,-10.407617
293020,0,0,-8.8527336
293030,1,0,-10.270567
293040,0,0,-11.688399
293050,1,0,-10.270567
293090,1,0,-10.270567
293100,0,0,-7.1766586
293211,0,1,-18.245293
293212,0,0,-34.862606
293213,0,0,-25.339108
293219,1,0,-18.245293
293221,1,0,-18.245293
293229,1,0,-18.245293
293291,0,0,-27.182142
293292,0,0,-18.245293
293293,0,0,-8.9787397
293294,0,0,-18.245293
293295,0,0,-8.199789
293299,0,0,-4.9093695
293311,0,0,-31.275867
293319,1,0,-25.150478
293321,1,0,-25.150478
293329,0,1,-25.150478
293331,1,0,-25.150478
293332,1,0,-25.150478
293333,1,0,-25.150478
293339,1,0,-25.150478
293341,0,1,-25.150478
293349,1,0,-25.150478
293352,0,1,-25.150478
293353,1,0,-25.150478
293354,1,0,-25.150478
293355,1,0,-25.150478
293359,0,1,-25.150478
293361,1,0,-25.150478
293369,1,0,-25.150478
293371,0,0,-19.025091
293372,0,1,-25.150478
293379,1,0,-25.150478
293391,0,1,-25.150478
293399,0,1,-25.150478
293410,0,1,
293420,1,0,
293430,1,0,
293491,1,0,
293499,0,1,
293500,0,0,-12.300901
293621,1,0,-15.452059
293622,1,0,-15.452059
293623,1,0,-15.452059
293624,0,0,-20.470001
293625,0,0,-13.945296
293626,1,0,-15.452059
293627,1,0,-15.452059
293628,0,0,-12.882662
293629,0,0,-11.212424
293690,0,0,-18.749908
293711,0,0,
293712,1,0,
293719,1,0,
293721,1,0,
293722,1,0,
293723,1,0,
293729,0,1,
293731,1,0,
293739,1,0,
293740,1,0,
293750,0,1,
293790,1,0,
293810,1,0,
293890,1,0,
293911,1,0,-23.44733
293919,1,0,-23.44733
293920,1,0,-23.44733
293930,0,0,-42.728939
293941,1,0,-23.44733
293942,1,0,-23.44733
293943,1,0,-23.44733
293949,1,0,-23.44733
293951,0,0,-13.558623
293959,0,0,-14.054426
293961,1,0,-23.44733
293962,1,0,-23.44733
293963,0,0,-23.44733
293969,1,0,-23.44733
293991,1,0,-23.44733
293999,1,0,-23.44733
294000,0,0,-3.8720374
294110,1,0,-7.7268667
294120,0,1,-7.7268667
294130,0,0,-7.7268667
294140,1,0,-7.7268667
294150,0,1,-7.7268667
294190,1,0,-7.7268667
294200,1,0,
300120,0,0,-57.247448
300190,1,0,-57.247448
300210,1,0,-31.681236
300220,1,0,-31.681236
300230,1,0,-31.681236
300290,0,0,-31.681236
300310,0,0,-31.371246
300320,1,0,-22.14612
300331,1,0,-22.14612
300339,1,0,-22.14612
300340,1,0,-22.14612
300390,0,0,-12.920995
300410,0,0,-17.64855
300420,0,0,-17.067842
300431,0,0,-8.6594515
300432,0,0,-17.601351
300439,0,0,-16.9177
300440,0,0,-33.042019
300450,0,0,-7.5092268
300490,0,0,-21.420544
300510,0,0,-6.8580327
300590,1,0,-6.8580327
300610,0,0,-6.6827102
300620,1,0,-8.0330286
300630,0,0,-18.578424
300640,1,0,-8.0330286
300650,1,0,-8.0330286
300660,0,0,-10.601417
300670,0,0,-2.9785464
300691,0,0,-2.6089637
300692,0,0,-6.7481093
310100,0,0,-15.189116
310210,0,0,-16.473078
310221,1,0,-20.971645
310229,1,0,-20.971645
310230,0,0,-7.9195023
310240,1,0,-20.971645
310250,0,0,-27.036436
310260,0,0,-20.663141
310280,0,0,-32.766068
310290,1,0,-20.971645
310310,0,0,-37.357697
310390,1,0,-37.357697
310420,0,0,-18.018238
310430,1,0,-18.018238
310490,1,0,-18.018238
310510,1,0,-16.986502
310520,1,0,-16.986502
310530,0,0,-27.47434
310540,0,0,-7.5939827
310551,0,0,-19.262302
310559,0,0,-9.2147436
310560,0,0,-25.488594
310590,0,0,-12.885051
320110,1,0,
320120,1,0,
320190,1,0,
320210,0,0,-7.4073372
320290,1,0,-7.4073372
320300,1,0,
320411,0,0,-5.8468313
320412,0,0,-2.23581
320413,1,0,-7.2342267
320414,1,0,-7.2342267
320415,0,0,-8.6070509
320416,0,0,-4.2731867
320417,1,0,-7.2342267
320419,1,0,-7.2342267
320420,0,0,-4.663805
320490,0,0,-17.778675
320500,0,0,-6.4208603
320611,0,0,-12.921891
320619,0,0,-6.4008341
320620,0,0,-7.9167528
320641,1,0,-10.831043
320642,0,0,-15.242481
320649,0,0,-11.673255
320650,0,1,-10.831043
320710,1,0,-12.814443
320720,0,0,-10.008638
320730,1,0,-12.814443
320740,0,0,-15.620247
320810,0,0,-8.6363983
320820,0,0,-7.7615337
320890,0,0,-5.9417028
320910,0,0,-6.2785811
320990,0,0,-5.9655871
321000,0,0,-5.8276715
321100,0,0,-4.2532663
321210,1,0,-8.7207441
321290,0,0,-8.7207441
321310,0,0,-1.8859982
321390,1,0,-1.8859982
321410,0,0,-8.7992907
321490,0,0,-4.5200682
321511,1,0,-2.7772033
321519,0,0,-2.7772033
321590,1,0,-2.7772033
330112,0,0,-5.0937009
330113,1,0,-5.3890057
330119,0,0,-3.8507123
330124,1,0,-5.3890057
330125,0,0,-9.3714161
330129,0,0,-3.2401929
330130,1,0,-5.3890057
330190,1,0,-5.3890057
330210,0,0,-.19951069
330290,0,0,-8.2262993
330300,0,0,-6.746613
330410,0,0,-7.1824875
330420,0,0,-7.7406673
330430,0,0,-10.255058
330491,0,0,-8.0192719
330499,0,0,-9.3245897
330510,0,0,-13.266315
330520,0,0,-7.0711174
330530,0,0,-12.593312
330590,0,0,-8.7192059
330610,0,0,-11.759081
330620,0,0,-9.607254
330690,0,0,-10.522586
330710,0,0,-8.1319017
330720,0,0,-8.6807938
330730,0,0,-6.5789289
330741,0,0,-2.9628892
330749,0,0,-7.1757164
330790,0,0,-5.4442792
340111,0,0,-11.599166
340119,0,0,-10.728871
340120,0,0,-6.8171115
340130,0,0,-14.762836
340211,0,0,-9.4486208
340212,0,0,-12.352404
340213,0,0,-11.916112
340219,0,0,-11.456714
340220,0,0,-15.102535
340290,0,0,-7.8783379
340311,1,0,-5.4714026
340319,0,0,-7.2775488
340391,0,0,-5.1759601
340399,0,0,-3.9606996
340420,0,0,-14.214923
340490,0,0,-7.444911
340510,0,0,-9.0296211
340520,0,0,-11.009845
340530,0,0,-6.902267
340540,0,0,-16.736406
340590,0,0,-12.737062
340600,0,0,-2.4905858
340700,0,0,-6.7883873
350110,1,0,-7.5007553
350190,0,0,-7.5007553
350211,0,0,-5.5014973
350219,0,0,-2.8630025
350220,1,0,-9.7424574
350290,0,0,-20.862871
350300,0,0,-7.6650324
350400,1,0,
350510,0,0,-1.8059559
350520,0,0,-2.0653305
350610,0,0,-1.6535859
350691,0,0,-7.2960711
350699,0,0,-2.8669839
350710,0,1,-3.5768538
350790,0,0,-3.5768538
360100,0,0,-10.831515
360200,0,0,-4.2407188
360300,1,0,
360410,0,0,-11.971127
360490,0,0,-5.1763029
360500,0,0,-13.625363
360610,0,0,-10.400193
360690,0,0,-6.6026077
370110,1,0,-5.5909667
370120,1,0,-5.5909667
370130,0,0,-5.6530838
370191,0,0,-5.5288496
370199,1,0,-5.5909667
370210,0,0,-13.276639
370231,0,1,-9.2642078
370232,1,0,-9.2642078
370239,0,0,-4.8634152
370241,1,0,-9.2642078
370242,1,0,-9.2642078
370243,1,0,-9.2642078
370244,1,0,-9.2642078
370251,1,0,-9.2642078
370252,0,0,-12.449046
370253,1,0,-9.2642078
370254,0,0,-4.5148482
370255,1,0,-9.2642078
370256,1,0,-9.2642078
370291,0,0,-15.010859
370293,1,0,-9.2642078
370294,0,1,-9.2642078
370295,0,0,-5.470437
370310,1,0,-8.9484215
370320,0,0,-10.190246
370390,0,0,-7.7065964
370400,0,0,-15.439314
370510,1,0,
370590,1,0,
370610,1,0,-15.632013
370690,0,0,-15.632013
370710,0,1,
370790,1,0,
380110,1,0,-15.289999
380120,1,0,-15.289999
380130,1,0,-15.289999
380190,0,0,-15.289999
380210,0,0,-6.7483606
380290,0,0,-5.7024727
380300,0,0,-8.6117945
380400,1,0,
380510,1,0,-12.188768
380590,0,0,-12.188768
380610,1,0,-10.639045
380620,0,0,-9.6414528
380630,0,0,-11.931257
380690,0,0,-10.344425
380700,0,1,
380850,0,0,-8.2721529
380891,0,0,-8.5362873
380892,0,0,-4.5803528
380893,0,0,-11.582064
380894,0,0,-7.2168989
380899,0,0,-10.199195
380910,0,0,-4.476903
380991,0,0,-4.1113195
380992,0,0,-8.4580011
380993,0,0,-6.8270078
381010,0,0,-8.3058252
381090,0,0,-12.122183
381111,1,0,-12.414164
381119,0,0,-13.477777
381121,0,0,-12.819467
381129,0,0,-10.945247
381190,1,0,-12.414164
381210,0,0,-6.7854304
381220,0,0,-14.337701
381230,0,0,-8.8782463
381300,0,0,-11.444858
381400,0,0,-6.2891221
381511,1,0,-14.594776
381512,0,0,-23.70134
381519,1,0,-14.594776
381590,0,0,-5.4882131
381600,0,0,-5.7756147
381700,0,0,-9.1881037
381800,1,0,
381900,0,0,-7.5766926
382000,0,0,-12.453461
382100,0,0,-6.1393766
382200,0,0,-5.927516
382311,1,0,-8.8257828
382312,0,0,-6.9916639
382313,0,0,-7.1014662
382319,0,0,-11.151692
382370,0,0,-10.058311
382410,0,0,-7.9331903
382430,1,0,-6.9083223
382440,0,0,-3.1851368
382450,0,0,-3.3955026
382460,0,0,-9.2844543
382471,0,0,-8.544919
382472,0,0,-6.8917756
382473,0,0,-6.4097404
382474,0,0,-8.9420862
382475,0,0,-6.763413
382476,0,0,-6.7623067
382477,0,0,-6.3298092
382478,0,0,-7.9639587
382479,0,0,-7.0257225
382481,0,0,-6.4899106
382482,0,0,-6.6780887
382483,0,0,-6.4905572
382490,0,0,-8.3509102
382510,0,0,-5.2892261
382520,0,0,-5.303072
382530,1,0,-5.462357
382541,0,0,-5.477221
382549,0,0,-5.4645391
382550,0,0,-5.4934311
382561,0,0,-5.5039196
382569,0,0,-5.4829402
382590,0,0,-5.6845078
390110,0,0,-12.8672
390120,0,0,-16.925947
390130,0,0,-21.291889
390190,0,0,-23.111588
390210,0,0,-19.195774
390220,0,0,-5.121109
390230,0,0,-19.780106
390290,0,0,-11.792906
390311,0,0,-25.278378
390319,0,0,-13.262263
390320,0,0,-10.217388
390330,0,0,-14.502332
390390,0,0,-9.91607
390410,0,0,-17.698017
390421,0,0,-15.434462
390422,0,0,-18.778137
390430,0,0,-7.6507149
390440,0,0,-8.9540634
390450,1,0,-12.502596
390461,1,0,-12.502596
390469,1,0,-12.502596
390490,0,0,-6.5001822
390512,0,0,-11.395491
390519,0,0,-6.261982
390521,0,0,-10.623161
390529,0,0,-6.8143635
390530,0,0,-4.7144465
390591,1,0,-7.9618888
390599,1,0,-7.9618888
390610,0,0,-12.035013
390690,0,0,-10.32774
390710,0,0,-11.672011
390720,0,0,-17.350273
390730,0,0,-12.327462
390740,0,0,-16.282782
390750,0,0,-13.786142
390760,0,0,-27.154303
390770,0,0,-12.816021
390791,0,0,-9.1896687
390799,0,0,-13.338281
390810,0,0,-18.381996
390890,0,0,-4.4213805
390910,0,0,-17.013334
390920,0,0,-11.955706
390930,0,0,-17.888983
390940,0,0,-17.492987
390950,0,0,-9.0745831
391000,1,0,
391110,0,0,-7.1250629
391190,1,0,-7.1250629
391211,0,0,-22.492151
391212,0,0,-11.280578
391220,0,0,-5.4423175
391231,1,0,-9.2873297
391239,0,0,-2.6250646
391290,0,0,-4.5965385
391310,1,0,
391390,1,0,
391400,0,0,-8.2082644
391510,0,0,-5.1594424
391520,1,0,-17.31535
391530,0,0,-20.830811
391590,0,0,-25.955797
391610,1,0,-7.8773384
391620,0,0,-7.1657791
391690,0,0,-8.5888977
391710,0,0,-5.2044826
391721,0,0,-8.0632133
391722,0,0,-2.2749109
391723,0,0,-5.9934444
391729,0,0,-7.0811996
391731,0,0,-5.2648573
391732,0,0,-6.9353533
391733,0,0,-1.9818079
391739,0,0,-8.1359949
391740,0,0,-5.3736463
391810,0,0,-8.1428204
391890,0,0,-1.7181008
391910,0,0,-6.1818476
391990,0,0,-5.5234017
392010,0,0,-12.866261
392020,0,0,-11.179841
392030,0,0,-11.326463
392043,0,0,-5.7634392
392049,0,0,-5.9514565
392051,0,0,-14.147679
392059,0,0,-3.2589889
392061,0,0,-8.7566338
392062,0,0,-11.689507
392063,0,0,-7.7544851
392069,0,0,-6.172945
392071,0,0,-5.2740111
392073,1,0,-8.5009909
392079,1,0,-8.5009909
392091,0,0,-8.9600983
392092,0,0,-5.9245076
392093,1,0,-8.5009909
392094,1,0,-8.5009909
392099,0,0,-8.4885511
392111,0,0,-4.5343156
392112,0,0,-7.2933817
392113,0,0,-7.0655584
392114,0,0,-5.0439296
392119,1,0,-6.8999481
392190,0,0,-10.562555
392210,0,0,-3.1170111
392220,0,0,-3.9330254
392290,0,0,-3.8241162
392310,0,0,-7.4030581
392321,0,0,-9.7253971
392329,0,0,-7.2117805
392330,0,0,-9.6613359
392340,0,0,-3.7616119
392350,0,0,-6.1536851
392390,0,0,-6.7335176
392410,0,0,-4.9337916
392490,0,0,-5.614789
392510,0,0,-9.2905617
392520,0,0,-9.9199038
392530,0,0,-4.40272
392590,0,0,-8.5395184
392610,0,0,-1.2643845
392620,0,0,-1.9041398
392630,0,0,-4.7977395
392640,0,0,-2.1781247
392690,0,0,-3.3202271
400110,0,0,-4.9004421
400121,0,0,-22.648289
400122,0,0,-17.49127
400129,0,0,-17.332979
400130,1,0,-15.593245
400211,1,0,-21.145752
400219,0,0,-11.696908
400220,0,0,-11.565159
400231,1,0,-21.145752
400239,0,0,-20.977512
400241,0,0,-23.180164
400249,1,0,-21.145752
400251,0,0,-12.664392
400259,0,0,-6.4771667
400260,1,0,-21.145752
400270,1,0,-21.145752
400280,0,0,-71.699867
400291,1,0,-21.145752
400299,0,0,-10.904841
400300,0,0,-16.163946
400400,1,0,
400510,0,0,-24.019901
400520,0,0,-9.5239162
400591,0,0,-20.825895
400599,0,0,-43.888638
400610,0,0,-10.629474
400690,0,0,-1.9651003
400700,0,0,-5.7540026
400811,0,0,-5.3004093
400819,0,0,-7.6543131
400821,0,0,-2.207485
400829,0,0,-5.6645484
400911,0,0,-4.7649026
400912,0,0,-2.4062119
400921,0,0,-6.8730912
400922,0,0,-1.9798234
400931,0,0,-8.3315392
400932,0,0,-2.2940452
400941,0,0,-5.1874003
400942,0,0,-2.2940154
401011,0,0,-4.3531623
401012,0,0,-10.125927
401019,0,0,-1.7013381
401031,0,0,-8.5821295
401032,0,0,-8.6941462
401033,0,0,-7.4054537
401034,0,0,-7.5942802
401035,0,0,-14.503677
401036,0,0,-12.624901
401039,0,0,-3.1384215
401110,0,0,-7.0623207
401120,0,0,-8.5698128
401130,1,0,-8.5797186
401140,0,0,-2.9422565
401150,0,0,-4.2441463
401161,0,0,-9.4679222
401162,0,0,-8.3635283
401163,0,0,-10.898076
401169,0,0,-6.61202
401192,0,0,-10.456839
401193,0,0,-10.85347
401194,0,0,-11.095144
401199,0,0,-12.391088
401211,0,0,-3.5083733
401212,1,0,-5.6720448
401213,0,0,-3.9590468
401219,0,0,-5.0530992
401220,1,0,-5.6720448
401290,0,0,-10.16766
401310,0,0,-3.9198847
401320,0,0,-4.9005871
401390,1,0,-4.4102359
401410,1,0,
401490,1,0,
401511,0,0,-4.1697602
401519,0,0,-5.1275091
401590,1,0,-4.6486349
401610,0,0,-2.369544
401691,0,0,-4.2784963
401692,1,0,-3.9799595
401693,0,0,-3.2571054
401694,1,0,-3.9799595
401695,0,0,-4.8030396
401699,0,0,-5.1916122
401700,1,0,
410120,1,0,
410150,1,0,
410190,1,0,
410210,1,0,-14.166367
410221,0,0,-14.166367
410229,1,0,-14.166367
410320,1,0,-10.470813
410330,0,0,-15.316311
410390,0,0,-5.6253152
410411,1,0,-6.3704119
410419,1,0,-6.3704119
410441,0,0,-6.9141059
410449,0,0,-5.8267179
410510,1,0,-8.0877571
410530,0,0,-8.0877571
410621,1,0,-12.022389
410622,0,0,-4.2576141
410631,0,0,-17.36256
410632,0,0,-14.446995
410640,1,0,-12.022389
410691,1,0,-12.022389
410692,1,0,-12.022389
410711,0,0,-6.3977494
410712,0,0,-7.1337252
410719,0,0,-7.3811779
410791,0,0,-7.2491026
410792,0,0,-8.3495703
410799,0,0,-7.3249912
411200,0,0,-10.832109
411310,1,0,-11.476198
411320,0,0,-11.476198
411330,1,0,-11.476198
411390,1,0,-11.476198
411410,0,0,-5.6575875
411420,1,0,-5.6575875
411510,0,0,-10.06102
411520,0,0,-10.237631
420100,1,0,
420211,0,0,-7.3686323
420212,0,0,-.85083187
420219,1,0,-3.7800727
420221,0,0,-3.6132002
420222,0,0,-2.3053789
420229,1,0,-3.7800727
420231,0,0,-2.5761824
420232,1,0,-3.7800727
420239,1,0,-3.7800727
420291,1,0,-3.7800727
420292,0,0,-3.5366278
420299,0,0,-6.2096562
420310,1,0,-3.9029508
420321,1,0,-3.9029508
420329,1,0,-3.9029508
420330,0,0,-3.9029508
420340,1,0,-3.9029508
420500,0,0,-5.131824
420600,0,1,
430110,0,0,-17.253141
430130,1,0,-13.237466
430160,0,0,-12.589334
430180,0,0,-9.8699226
430190,1,0,-13.237466
430211,1,0,
430219,1,0,
430220,1,0,
430230,1,0,
430310,1,0,-2.4653533
430390,0,0,-2.4653533
430400,1,0,
440110,1,0,
440121,1,0,
440122,1,0,
440130,1,0,
440210,0,0,-14.597354
440290,0,0,-14.557352
440310,1,0,-26.729904
440320,0,0,-15.784151
440341,0,0,-49.516479
440349,1,0,-26.729904
440391,0,0,-14.889082
440392,1,0,-26.729904
440399,1,0,-26.729904
440410,0,0,-8.814641
440420,1,0,-8.814641
440500,1,0,
440610,1,0,-16.572224
440690,0,0,-16.572224
440710,0,0,-18.239614
440721,1,0,-11.293481
440722,1,0,-11.293481
440725,0,0,-20.370697
440726,0,0,-34.397621
440727,0,0,-8.4135323
440728,0,0,-9.1749754
440729,0,0,-9.1800995
440791,0,0,-6.4788861
440792,0,0,-4.3165603
440793,0,0,-4.7290902
440794,0,0,-4.7190318
440795,0,0,-4.7417517
440799,0,0,-10.759914
440810,0,0,-13.173265
440831,0,0,-11.281597
440839,0,0,-6.8333192
440890,0,0,-11.659874
440910,0,0,-5.5759096
440921,0,0,-13.614075
440929,0,0,-13.759916
441011,0,0,-9.3586006
441012,0,0,-10.331444
441019,0,0,-8.9728022
441090,0,0,-9.6188517
441112,0,0,-10.072751
441113,0,0,-9.9872475
441114,0,0,-10.228209
441192,0,0,-8.9100246
441193,0,0,-11.036534
441194,1,0,-10.046953
441210,0,0,-7.3101768
441231,0,0,-6.1789951
441232,0,0,-5.7495666
441239,0,0,-6.2193422
441294,0,0,-7.509263
441299,0,0,-7.0985832
441300,0,0,-6.9969211
441400,0,0,-7.7104616
441510,0,0,-9.9127998
441520,1,0,-9.9127998
441600,1,0,
441700,0,0,-4.0355072
441810,0,0,-19.071344
441820,0,0,-11.211945
441840,1,0,-8.1614513
441850,0,0,-3.9181409
441860,1,0,-8.1614513
441871,0,0,-6.0899868
441872,0,0,-6.3285384
441879,0,0,-6.5239024
441890,0,0,-3.9863048
441900,0,0,-6.7492013
442010,1,0,-2.3841507
442090,0,0,-2.3841507
442110,1,0,-6.1814232
442190,0,0,-6.1814232
450110,1,0,
450190,1,0,
450200,1,0,
450310,1,0,
450390,1,0,
450410,1,0,
450490,1,0,
460121,0,0,-4.5072579
460122,0,0,-4.4502997
460129,0,0,-4.119936
460192,1,0,-4.7141495
460193,1,0,-4.7141495
460194,1,0,-4.7141495
460199,0,0,-5.7791042
460211,1,0,-6.5794029
460212,0,0,-2.5361199
460219,1,0,-6.5794029
460290,0,0,-10.622686
470100,1,0,
470200,1,0,
470311,1,0,-25.245577
470319,1,0,-25.245577
470321,1,0,-25.245577
470329,0,0,-25.245577
470411,1,0,
470419,1,0,
470421,1,0,
470429,1,0,
470500,1,0,
470610,0,0,-63.533936
470620,1,0,-46.075436
470630,1,0,-46.075436
470691,1,0,-46.075436
470692,0,0,-28.616934
470693,1,0,-46.075436
470710,0,0,-26.331966
470720,0,0,-14.432628
470730,1,0,-18.058706
470790,0,0,-13.411525
480100,0,0,-7.6556292
480210,0,0,-4.4108462
480220,0,0,-14.906013
480240,0,0,-21.031343
480254,0,0,-8.5723896
480255,0,0,-9.4038181
480256,0,0,-9.3536806
480257,0,0,-9.4890423
480258,0,0,-10.389323
480261,0,0,-5.8054662
480262,0,0,-4.8528962
480269,0,0,-5.3388624
480300,0,0,-15.233927
480411,0,0,-12.436687
480419,0,0,-3.6226473
480421,0,0,-8.4769983
480429,0,0,-12.393818
480431,0,0,-15.018185
480439,0,0,-9.3677053
480441,1,0,-10.306453
480442,1,0,-10.306453
480449,1,0,-10.306453
480451,0,0,-9.8960114
480452,0,1,-10.306453
480459,0,0,-11.239571
480511,0,0,-8.1183319
480512,0,0,-14.312651
480519,0,0,-14.620788
480524,0,0,-14.112263
480525,0,0,-16.41527
480530,0,0,-8.8582525
480540,0,0,-18.772926
480550,0,0,-21.006077
480591,0,0,-14.023697
480592,0,0,-17.386095
480593,0,0,-18.155565
480610,0,0,-10.517903
480620,1,0,-12.322121
480630,1,0,-12.322121
480640,0,0,-14.126338
480700,0,0,-9.8558559
480810,0,0,-17.327826
480820,1,0,-12.235853
480830,1,0,-12.235853
480890,0,0,-7.1438818
480920,0,0,-6.7056899
480990,0,0,-5.0316343
481013,0,0,-9.0008287
481014,0,0,-8.853013
481019,0,0,-7.2997828
481022,0,0,-5.2509613
481029,0,0,-7.2380304
481031,0,0,-8.7369308
481032,1,0,-9.2060995
481039,0,0,-17.550215
481092,0,0,-9.920929
481099,0,0,-9.0042038
481110,0,0,-3.8964782
481141,0,0,-5.3384566
481149,0,0,-2.7618382
481151,0,0,-21.022739
481159,0,0,-9.7238235
481160,0,0,-5.7407012
481190,0,0,-10.805671
481200,0,0,-9.6775761
481310,1,0,-9.2633486
481320,0,0,-9.2633486
481390,1,0,-9.2633486
481410,0,0,-18.094997
481420,0,0,-10.454664
481490,0,0,-11.115768
481620,0,0,-4.2516608
481690,0,0,-5.8328652
481710,0,0,-14.129966
481720,0,0,-13.565848
481730,0,0,-14.702693
481810,0,0,-13.699109
481820,0,0,-12.423242
481830,0,0,-12.470848
481840,0,0,-10.190104
481850,1,0,-11.334633
481890,0,0,-7.8898592
481910,0,0,-8.5001554
481920,0,0,-9.1019783
481930,0,0,-11.218549
481940,0,0,-11.236676
481950,0,0,-11.150959
481960,0,0,-8.3457336
482010,0,0,-6.9750156
482020,0,0,-9.7181854
482030,0,0,-3.8775926
482040,0,0,-5.4394512
482050,0,0,-4.3418112
482090,0,0,-5.7984586
482110,1,0,
482190,1,0,
482210,1,0,
482290,1,0,
